Title,Price,Street,Meters,Rooms,Toilets,Phone
Alquiler piso location temporaire rue diputació en Barcelona,2.400 €,Fort Pienc,97 m2,3 hab.,2 baños,932020222
Alquiler casa maison familiale exceptionnelle avec piscine à Sarrià. en Barcelona,7.990 €,Sarrià,520 m2,7 hab.,7 baños,932020222
"Alquiler piso en carrer major de sarria amplio piso en sarriá, todo exterior. en Barcelona",2.800 €,"Sarrià - Carrer Major De Sarria, 5",143 m2,4 hab.,3 baños,659505799
"Alquiler piso  en alquiler a pocos metros de la playa en villa olímpica, en Barcelona",2.700 €,La Vila Olímpica del Poblenou,116 m2,3 hab.,2 baños,935189004
Alquiler piso precioso piso con dos terrazas en zona alta en Barcelona,4.000 €,Sant Gervasi - Bonanova,150 m2,3 hab.,2 baños,935154444
Alquiler ático exclusivo ático con terraza en finca regia de sant gervasi. en Barcelona,2.320 €,Sant Gervasi - Bonanova,100 m2,2 hab.,1 baño,932540930
Alquiler piso en Sant Gervasi - Galvany Barcelona,2.400 €,Sant Gervasi - Galvany - Carrer de Laforja,91 m2,3 hab.,2 baños,934344795
Alquiler piso  alquiler temporal en c/ consell de cent con rambla de catalunya. piscina comunitaria. 1 habitación doble y un baño. cocina eq en Barcelona,3.500 €,Dreta de l´Eixample,51 m2,1 hab.,1 baño,932045520
Alquiler piso  de 2 habitaciones en c/ consell de cent con rambla de catalunya. piscina comunitaria. 2 habitaciones y cocina equipada. en Barcelona,4.250 €,Dreta de l´Eixample,63 m2,2 hab.,1 baño,932045520
Alquiler apartamento en Dreta de l´Eixample Barcelona,3.400 €,Dreta de l´Eixample - Carrer d'Aragó,120 m2,3 hab.,3 baños,+34911235203
"Alquiler piso exquisito, esquinero y luminoso junto al paseo de gracia en Barcelona",2.800 €,Dreta de l´Eixample,110 m2,2 hab.,2 baños,935154444
"Alquiler piso alquiler temporal. apartamento en c/ consell de cent con rambla de catalunya, 3 habitaciones, 2 dormitorios dobles y 1 dormitorio en Barcelona",5.500 €,Dreta de l´Eixample,80 m2,3 hab.,2 baños,932045520
"Alquiler piso fantástico piso en alquiler a unos pasos de la playa de la barceloneta64 m2 útiles distribuidos por: recibidor, salón comedor, coc en Barcelona",2.700 €,St. Pere - Sta. Caterina - El Born,64 m2,2 hab.,2 baños,932045520
Alquiler ático terraza de 200 m2 en finca de puig i cadafalch en Sarrià en Barcelona,3.000 €,Sarrià,65 m2,1 hab.,1 baño,661604034
Alquiler piso exterior y soleado. buenas vista en Barcelona,1.600 €,Sant Antoni - Carrer de Sepúlveda,85 m2,2 hab.,2 baños,672232655
Alquiler piso en Sant Gervasi - Galvany Barcelona,3.350 €,Sant Gervasi - Galvany - Carrer de Balmes,191 m2,4 hab.,3 baños,637086574
Alquiler piso  amplio y reformado frente a las ramblas ref 66. ramblas en Barcelona,2.400 €,Gòtic,140 m2,3 hab.,2 baños,931867356
Alquiler piso  amplio y reformado frente a las ramblas ref 66. ramblas en Barcelona,2.400 €,Gòtic,140 m2,3 hab.,2 baños,931867356
Alquiler apartamento lujoso apartamento de 3 habitaciones y 2 baños en Barcelona,2.500 €,Dreta de l´Eixample,124 m2,3 hab.,2 baños,931867356
Alquiler apartamento piso exclusivo con grande terraza y vista al mar en Barcelona,5.000 €,Diagonal Mar i el Front Marítim del Poblenou,133 m2,1 hab.,1 baño,697685734
Alquiler piso  de dos dormitorios en alquiler temporal en el quadrat dor en Barcelona,4.200 €,Dreta de l´Eixample,88 m2,2 hab.,2 baños,934815032
Alquiler piso en Sant Gervasi - Galvany Barcelona,2.300 €,Sant Gervasi - Galvany - de Calaf,103 m2,3 hab.,2 baños,932049951
"Alquiler piso apartamento reformado de 2 dormitorios, en alquiler en la calle casp en Barcelona",2.800 €,Dreta de l´Eixample,100 m2,2 hab.,2 baños,0034933562989
Alquiler piso en Tres Torres Barcelona,3.800 €,Tres Torres - Carrer de Ganduxer,250 m2,3 hab.,3 baños,934803400
Alquiler piso en calle bacardi 40 en Santa Eulàlia Hospitalet de Llobregat (L´),3.174 €,CALLE BACARDI 40,100 m2,3 hab.,2 baños,934050101
Alquiler estudio impecable piso a pocos metros en pleno barrio gótico en Barcelona,1.290 €,Gòtic - Carrer de Ferran,42 m2,1 baño,"30,71 €/m2",919499500
"Alquiler piso  alto, de 160 m2 + terraza de 15 m2, en alquiler temporal, amueblado, en Pedralbes. salón-comedor con salida a terraza con vi en Barcelona",3.800 €,Pedralbes,160 m2,3 hab.,2 baños,932045520
Alquiler casa impresionate casa modernista junto avenida tibidabo en Barcelona,13.000 €,Sant Gervasi - Bonanova,640 m2,7 hab.,4 baños,932030808
Alquiler piso  de alto standing con piscina cerca de la playa en Barcelona,1.690 €,Provençals del Poblenou,60 m2,1 hab.,1 baño,935154444
Alquiler ático en Gòtic Barcelona,3.750 €,Gòtic - Carrer de Louis Braille,90 m2,1 hab.,1 baño,+34911235203
Alquiler piso s en Putget - Farró Barcelona,2.200 €,Putget - Farró - Sant Gervasi,111 m2,4 hab.,2 baños,932172595
Alquiler piso en riera riera de cassoles 6-6 en Vila de Gràcia Barcelona,3.043 €,Vila de Gràcia - RIERA Riera de Cassoles 6-6,128 m2,4 hab.,3 baños,934050101
Alquiler piso  alto a reformar en finca regia de diagonal-francesc macià en Barcelona,3.000 €,Sant Gervasi - Galvany,191 m2,4 hab.,3 baños,634245783
Alquiler piso en carrer de valència 516 piso con terraza en c/valencia en Barcelona,1.330 €,Sagrada Família - Carrer de València 516,85 m2,4 hab.,2 baños,934870030
Alquiler piso en Sant Gervasi - Galvany Barcelona,2.600 €,Sant Gervasi - Galvany - Carrer de Laforja,96 m2,3 hab.,2 baños,934344795
Alquiler apartamento en Sant Gervasi - Galvany Barcelona,6.000 €,Sant Gervasi - Galvany - Carrer de Johann Sebastian Bach,230 m2,4 hab.,4 baños,609967669
Alquiler piso en Gòtic Barcelona,1.750 €,Gòtic - Carrer de Fontanella,100 m2,2 hab.,2 baños,613056060
Alquiler ático con terraza de uso exclusivo del piso. en Barcelona,1.200 €,Gòtic,70 m2,1 hab.,1 baño,931710062
Alquiler estudio  1 habitacion Poblenou en Barcelona,800 €,Poblenou - Carrer de Bilbao,40 m2,1 hab.,1 baño,933491116
Alquiler piso elegante piso de lujo en alquiler en el born en Barcelona,5.000 €,St. Pere - Sta. Caterina - El Born,150 m2,2 hab.,3 baños,931800272
Alquiler piso en calle bacardi 40 en Santa Eulàlia Hospitalet de Llobregat (L´),2.202 €,CALLE BACARDI 40,101 m2,3 hab.,2 baños,934050101
Alquiler piso en calle bacardi 40 en Santa Eulàlia Hospitalet de Llobregat (L´),2.410 €,CALLE BACARDI 40,101 m2,3 hab.,2 baños,934050101
Alquiler piso en calle bacardi 40 en Santa Eulàlia Hospitalet de Llobregat (L´),2.341 €,CALLE BACARDI 40,101 m2,3 hab.,2 baños,934050101
Alquiler piso en Raval Barcelona,3.100 €,Raval - Carrer de Gravina,101 m2,3 hab.,3 baños,934161683
Alquiler piso excelente ático en alquiler temporal en la dreta de leixample en Barcelona,4.000 €,Dreta de l´Eixample,53 m2,1 hab.,1 baño,934815032
Alquiler piso en St. Pere - Sta. Caterina - El Born Barcelona,2.700 €,St. Pere - Sta. Caterina - El Born - Carrer del Doctor Aiguader,90 m2,2 hab.,2 baños,936111180
Alquiler estudio  en alquiler en el barri Gòtic en Barcelona,1.400 €,Gòtic - Carrer de Salomó ben Adret,42 m2,1 baño,"33,33 €/m2",938348202
Alquiler piso estudio en ático con terraza en eixample dreta en Barcelona,3.775 €,Dreta de l´Eixample - Carrer del Rosselló,90 m2,1 baño,"41,94 €/m2",623119277
Alquiler piso bonito piso en alquiler en l'eixample en Barcelona,2.000 €,La Nova Esquerra de l´Eixample,65 m2,2 hab.,1 baño,938348202
Alquiler chalet lujosa villa de diseño con gran parcela y piscina privada en vallvidrera en Barcelona,19.000 €,Vallvidrera - Tibidabo - Les Planes,611 m2,10 hab.,9 baños,934144843
Alquiler piso fantástico piso en alquiler en el exclusivo barrio de pedralbles en Barcelona,5.500 €,Pedralbes,216 m2,4 hab.,3 baños,935409034
Alquiler planta baja en Carmel Barcelona,1.800 €,Carmel - Carrer del Llobregós,78 m2,4 hab.,2 baños,934803400
Alquiler ático en Sant Gervasi - Galvany Barcelona,7.900 €,Sant Gervasi - Galvany - Carrer de Lázaro Cárdenas,260 m2,4 hab.,4 baños,937067976
"Alquiler apartamento alquiler de piso en doctor aiguader, 1 en Barcelona",2.500 €,St. Pere - Sta. Caterina - El Born,90 m2,3 hab.,1 baño,609967669
Alquiler piso en gran via de les corts catalanes 594 alquiler piso semi-nuevo amueblado de 2 habitaciones y 1 baño al lado de plaza de catalunya. en Barcelona,1.675 €,Dreta de l´Eixample - Gran Via de les Corts Catalanes 594,65 m2,2 hab.,1 baño,663353555
Alquiler piso maravilloso piso de corta temporada con terraza en gracia en Barcelona,3.300 €,Vila de Gràcia,70 m2,3 hab.,2 baños,935154444
Alquiler piso  en alquiler amueblado y con terraza en gracia en Barcelona,3.200 €,Vila de Gràcia,70 m2,2 hab.,2 baños,930191966
"Alquiler piso primera linea mar , terraza+ vista )) en Barcelona",5.500 €,Diagonal Mar i el Front Marítim del Poblenou,200 m2,4 hab.,2 baños,698396575
"Alquiler piso  en alquiler de tres habitaciones amueblado en el born, en Barcelona",4.050 €,St. Pere - Sta. Caterina - El Born - Carrer de la Bòria,107 m2,3 hab.,2 baños,930191966
Alquiler piso  en alquiler amueblado con piscina comunitaria en Sant Gervasi - Galvany en Barcelona,2.500 €,Sant Gervasi - Galvany - Carrer de Sagués,44 m2,1 hab.,1 baño,930191966
Alquiler piso jacint verdaguer (2 habitaciones) en Hospitalet de Llobregat (L´),1.327 €,Carrer de Jacint Verdaguer,60 m2,2 hab.,2 baños,934542642
Alquiler piso  amueblado alquiler temporal. en Hospitalet de Llobregat (L´),1.395 €,La Torrassa,62 m2,3 hab.,1 baño,935154444
Alquiler piso en calle ample 11 en Gòtic Barcelona,2.633 €,Gòtic - CALLE AMPLE 11,107 m2,3 hab.,2 baños,934050101
Alquiler piso en Dreta de l´Eixample Barcelona,3.500 €,Dreta de l´Eixample - Carrer del Consell de Cent,53 m2,1 hab.,1 baño,934529960
"Alquiler piso  de diseño en alquiler junto a plaza universitat, en Barcelona",3.100 €,Raval,110 m2,3 hab.,2 baños,935189004
Alquiler piso encantador piso con vista al mar en Barcelona,4.000 €,Diagonal Mar i el Front Marítim del Poblenou,165 m2,4 hab.,3 baños,935154444
Alquiler piso en carrer de sardenya 313 contrato temporada terraza 30m2 y plaza parking!! en Barcelona,1.650 €,Sagrada Família - Carrer de Sardenya 313,70 m2,2 hab.,1 baño,691566339
"Alquiler piso precioso duplex de 250m2 en sarrià - Tres Torres con 6 dormitorios, parking y trastero en la finca. en Barcelona",3.350 €,Tres Torres - Carrer Demestre,247 m2,6 hab.,4 baños,932523625
"Alquiler piso  en alquiler en Sarrià, en Sarrià Barcelona",2.200 €,Sarrià,88 m2,2 hab.,1 baño,935189004
Alquiler piso en carrer cerignola piso frente plaza ferran casablancas en Barcelona,2.500 €,"Sant Gervasi - Bonanova - Carrer Cerignola, 3",132 m2,5 hab.,3 baños,933473032
Alquiler piso ¡alquiler excepcional ! piso en la calle aragón en Barcelona,1.600 €,Dreta de l´Eixample - Carrer d'Aragó,95 m2,3 hab.,2 baños,933728297
Alquiler piso en La Nova Esquerra de l´Eixample Barcelona,2.400 €,La Nova Esquerra de l´Eixample - Carrer de Mallorca,112 m2,3 hab.,2 baños,932927512
Alquiler piso en carrer de violant d Sants-Badal / carrer de violant d en Barcelona,2.800 €,Sants-Badal - Carrer de Violant d,147 m2,4 hab.,2 baños,622572959
Alquiler piso  en alquiler de cuatro habitaciones en las tres torres en Barcelona,2.500 €,Barri de les Corts,175 m2,4 hab.,3 baños,930191966
Alquiler piso espectacular obra nueva en eixample en Barcelona,8.000 €,L´Antiga Esquerra de l´Eixample,200 m2,4 hab.,4 baños,932020222
Alquiler piso rehabilitado y amueblado en el quadrat d'or todo exterior en Barcelona,6.500 €,Dreta de l´Eixample,225 m2,5 hab.,4 baños,932020222
Alquiler ático precioso piso en eixample dreta en Barcelona,2.950 €,Dreta de l´Eixample,185 m2,4 hab.,2 baños,935154444
Alquiler piso amplio y luminoso piso en Tres Torres en Barcelona,3.800 €,Tres Torres,190 m2,2 hab.,3 baños,935154444
Alquiler piso  junto a plaza universidad en Dreta de l´Eixample Barcelona,3.100 €,Dreta de l´Eixample,92 m2,3 hab.,2 baños,935154444
Alquiler apartamento elegante piso temporal de 4 dormitorios en Barcelona,4.200 €,Dreta de l´Eixample,192 m2,4 hab.,2 baños,935154444
Alquiler piso magnífico piso temporal con terraza y parking en Barcelona,4.000 €,Sagrada Família,135 m2,4 hab.,2 baños,935154444
Alquiler dúplex precioso dúplex en el corazon en St. Pere - Sta. Caterina - El Born Barcelona,1.500 €,St. Pere - Sta. Caterina - El Born,45 m2,1 hab.,1 baño,935154444
Alquiler casa adosada casa con terraza y jacuzzi en gracia en Barcelona,2.950 €,Vila de Gràcia,115 m2,2 hab.,2 baños,935154444
Alquiler casa adosada exclusiva casa amueblada en el centro de sarria. en Barcelona,5.900 €,Sarrià,230 m2,3 hab.,2 baños,935154444
Alquiler piso en alquiler piso amueblado a estrenar en Sarrià en Barcelona,2.250 €,Sarrià,74 m2,3 hab.,1 baño,935409034
Alquiler piso en alquiler piso amueblado a estrenar en Sarrià en Barcelona,2.375 €,Sarrià,90 m2,4 hab.,2 baños,935409034
Alquiler piso se alquila piso clásico en inmejorable zona del turó parc en Barcelona,2.800 €,Sant Gervasi - Galvany - Carrer de Johann Sebastian Bach,140 m2,3 hab.,2 baños,663353555
Alquiler piso bonito piso reformado en poble sec en Barcelona,1.400 €,El Poble Sec - Parc de Montjuïc - Carrer Nou de la Rambla,71 m2,3 hab.,1 baño,932504317
Alquiler piso alquiler apartamento de lujo en casa burés en Barcelona,14.000 €,Dreta de l´Eixample,165 m2,3 hab.,2 baños,935154444
Alquiler ático espectacular piso en el corazón en Barcelona,4.700 €,Dreta de l´Eixample,70 m2,1 hab.,1 baño,935154444
Alquiler piso en Poblenou Barcelona,2.499 €,Poblenou - Carrer de Bac de Roda,125 m2,4 hab.,3 baños,627179523
Alquiler piso reformado delante turó park en Sant Gervasi - Galvany Barcelona,5.400 €,Sant Gervasi - Galvany,250 m2,5 hab.,3 baños,932020222
Alquiler piso reforma exquisita en bonanova en Sant Gervasi - Bonanova Barcelona,5.100 €,Sant Gervasi - Bonanova,250 m2,5 hab.,4 baños,932020222
Alquiler ático en carrer de la riereta 26 en Raval Barcelona,2.500 €,Raval - Carrer de la Riereta 26,90 m2,2 hab.,1 baño,933157425
Alquiler piso luminoso piso delante del mar en diagonal mar en Barcelona,5.200 €,Diagonal Mar i el Front Marítim del Poblenou,114 m2,3 hab.,2 baños,935154444
Alquiler casa exclusiva casa con piscina en vallvidrera en Barcelona,5.500 €,Vallvidrera - Tibidabo - Les Planes,359 m2,5 hab.,6 baños,935154444
Alquiler casa adosada casa única en Sarrià en Sarrià Barcelona,5.900 €,Sarrià,190 m2,4 hab.,3 baños,935154444
Alquiler piso  en alquiler temporal con terraza en Poblenou en Barcelona,1.950 €,Poblenou,75 m2,2 hab.,1 baño,934815032
"Alquiler piso vistas mar,gran terraza,3h dobes en Barcelona",4.300 €,Diagonal Mar i el Front Marítim del Poblenou,190 m2,3 hab.,2 baños,698396575
Alquiler piso en Raval Barcelona,3.300 €,Raval - Carrer de Gravina,90 m2,2 hab.,2 baños,934161683
Alquiler apartamento estudio cerca de camp nou en Barcelona,1.100 €,Sant Ramon - Maternitat - Carrer de Mejía Lequerica,30 m2,1 baño,"36,67 €/m2",935154444
Alquiler apartamento espectacular piso en paseo de gracia en Barcelona,3.750 €,Dreta de l´Eixample,50 m2,1 hab.,1 baño,935154444
Alquiler piso apartamento en alquiler temporal junto al mercat de Sant Antoni en Barcelona,1.550 €,Sant Antoni,70 m2,1 hab.,1 baño,934815032
"Alquiler piso  en alquiler de dos habitaciones amueblado en el Raval, en Barcelona",2.500 €,Raval - Passatge de Gutenberg,70 m2,2 hab.,1 baño,930191966
Alquiler ático vistas al mar y a toda en Diagonal Mar i el Front Marítim del Poblenou Barcelona,5.800 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig de Garcia Fària,260 m2,3 hab.,3 baños,698396575
Alquiler ático junto a francesc macià en L´Antiga Esquerra de l´Eixample Barcelona,2.250 €,L´Antiga Esquerra de l´Eixample,77 m2,2 hab.,1 baño,931600045
Alquiler apartamento  de 1 habitacion en calle enric granados en Barcelona,2.675 €,L´Antiga Esquerra de l´Eixample - Carrer d'Enric Granados,70 m2,1 hab.,2 baños,623119277
Alquiler piso  con terraza en Sant Gervasi - Galvany Barcelona,4.500 €,Sant Gervasi - Galvany - Carrer de Ganduxer,239 m2,5 hab.,3 baños,932523625
Alquiler ático en carrer de santa rosalia 84 ático en venta en Barcelona,1.800 €,La Teixonera - Carrer de Santa Rosalia 84,120 m2,3 hab.,2 baños,655144122
Alquiler ático en passeig de la vall d'hebron 119 atico en alquiler en Barcelona,1.800 €,Montbau - Passeig de la Vall d'Hebron 119,120 m2,3 hab.,2 baños,655144122
Alquiler ático en travessera de dalt 2438 atico en alquiler en Barcelona,1.800 €,Vallcarca - Penitents - Travessera de Dalt 2438,100 m2,3 hab.,2 baños,655144122
Alquiler ático en carrer de provença 124 alquiler temporada. sobreatico todo equipado en Barcelona,1.900 €,La Nova Esquerra de l´Eixample - Carrer de Provença 124,90 m2,3 hab.,2 baños,606874122
Alquiler apartamento  3 habitaciones en sant gervasi en Barcelona,2.700 €,Sant Gervasi - Galvany - Carrer dels Madrazo,106 m2,3 hab.,2 baños,623119277
"Alquiler piso  en alquiler de dos habitaciones amueblado en el Raval, en Barcelona",2.515 €,Raval - Carrer d'Elisabets,65 m2,2 hab.,1 baño,930191966
Alquiler piso en L´Antiga Esquerra de l´Eixample Barcelona,3.300 €,L´Antiga Esquerra de l´Eixample - Carrer de Muntaner,133 m2,2 hab.,3 baños,656614114
Alquiler apartamento  de 2 habitaciones en sagrada familia en Barcelona,1.980 €,Sagrada Família - Passatge de Gaiolà,70 m2,1 hab.,2 baños,+34911235203
Alquiler apartamento piso de alquiler temporal en gracia con terraza en Barcelona,5.770 €,Vila de Gràcia,80 m2,3 hab.,2 baños,935154444
Alquiler ático  amueblado con terraza en sant gervasi en Barcelona,1.480 €,Sant Gervasi - Galvany - Carrer de Laforja,41 m2,1 baño,"36,10 €/m2",935154444
"Alquiler piso  en alquiler a estrenar, amueblado y de dos habitaciones, sagrada familia en Barcelona",2.550 €,Sagrada Família - Carrer de Cartagena,65 m2,2 hab.,1 baño,930191966
Alquiler apartamento  de 3 dormitorios con despacho en gràcia en Barcelona,2.535 €,Vila de Gràcia - Carrer Gran de Gràcia,135 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento gran apartamento en calle villarroel. en Barcelona,2.275 €,L´Antiga Esquerra de l´Eixample - Carrer de Villarroel,90 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 1 habitación en ciutat vella en Barcelona,2.260 €,Dreta de l´Eixample - Carrer de Trafalgar,73 m2,1 hab.,2 baños,+34911235203
Alquiler piso exclusiva vivienda amueblada en paseo de gracia en Barcelona,8.500 €,Dreta de l´Eixample,293 m2,4 hab.,5 baños,932020222
Alquiler piso propriété avec des vues spectaculaires sur la rambla catalunya en Barcelona,5.000 €,Dreta de l´Eixample,154 m2,4 hab.,3 baños,932020222
"Alquiler piso bel appartement design, avec espaces communs haut de gamme en Barcelona",8.500 €,Dreta de l´Eixample,200 m2,4 hab.,3 baños,932020222
Alquiler ático penthouse meublé à el eixample en Fort Pienc Barcelona,6.900 €,Fort Pienc,135 m2,2 hab.,2 baños,932020222
Alquiler piso espectacular piso en passeig de gracia amueblado en Barcelona,5.900 €,Dreta de l´Eixample - Passeig de Gràcia,256 m2,3 hab.,3 baños,932020222
Alquiler piso espectacular ático en carrer avinyó en Barcelona,2.100 €,Gòtic,68 m2,3 hab.,1 baño,935154444
Alquiler piso  en finca regia. en Raval Barcelona,1.150 €,Raval,42 m2,2 hab.,1 baño,934433342
Alquiler piso magnífico piso temporal cerca estatua colón en Barcelona,3.500 €,Gòtic,74 m2,3 hab.,2 baños,935154444
Alquiler piso elegante. exterior y muy luminoso. en Barcelona,2.500 €,Tres Torres - Carrer de Pau Alcover,254 m2,6 hab.,3 baños,934515000
Alquiler piso bonito piso amueblado en les corts en Barcelona,1.950 €,Sant Ramon - Maternitat,107 m2,4 hab.,1 baño,935154444
Alquiler piso meublé temporaire situé à sarrià en Barcelona,3.500 €,Sant Gervasi - Galvany,130 m2,4 hab.,3 baños,932020222
Alquiler apartamento piso de alquiler temporal en gracia con terraza en Barcelona,5.630 €,Vila de Gràcia,80 m2,3 hab.,2 baños,935154444
Alquiler apartamento en Gòtic Barcelona,2.850 €,Gòtic - Passatge Bacardi,60 m2,2 hab.,1 baño,931309307
Alquiler piso hermoso piso temporal con balcones en Raval en Barcelona,3.500 €,Raval,65 m2,2 hab.,1 baño,935154444
Alquiler ático encantador ático amueblado en turó parc en Barcelona,2.050 €,Sant Gervasi - Galvany,80 m2,2 hab.,2 baños,935154444
Alquiler piso en carrer de mejía lequerica la maternitat i sant ramon / carrer de mejía leque en Barcelona,1.950 €,"Sant Ramon - Maternitat - Carrer de Mejía Lequerica, 38",107 m2,4 hab.,1 baño,629626091
Alquiler ático espectacular ático reformado con piscina en Barcelona,7.500 €,Sant Gervasi - Galvany,290 m2,4 hab.,4 baños,935154444
Alquiler apartamento luminoso piso exterior en calle doctor fleming en Barcelona,3.200 €,Tres Torres,149 m2,3 hab.,2 baños,935154444
Alquiler apartamento en Barceloneta Barcelona,3.100 €,Barceloneta - Passeig de Joan de Borbó,85 m2,2 hab.,2 baños,931309307
Alquiler estudio en Tres Torres Barcelona,1.100 €,Tres Torres - Carrer de Ganduxer,34 m2,1 hab.,1 baño,934942579
Alquiler apartamento piso de 3 dormitorios en eixample esquerra en Barcelona,2.345 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,69 m2,3 hab.,2 baños,623119277
Alquiler apartamento  de 1 habitación en ciutat vella en Barcelona,2.205 €,St. Pere - Sta. Caterina - El Born - Carrer de les Dames,60 m2,1 hab.,1 baño,623119277
Alquiler apartamento  de 1 dormitorio en sant gervasi en Barcelona,1.745 €,Tres Torres - Carrer de Carrencà,42 m2,1 hab.,1 baño,623119277
Alquiler ático precioso ático con gran terraza en eixample en Barcelona,2.600 €,Barri de les Corts,120 m2,4 hab.,2 baños,935154444
Alquiler piso élégante demeure royale sur la rambla catalunya en Barcelona,6.900 €,Dreta de l´Eixample,195 m2,4 hab.,3 baños,932020222
Alquiler piso conception de logements temporaires dans la rue diputació en Barcelona,4.900 €,L´Antiga Esquerra de l´Eixample,124 m2,2 hab.,3 baños,932020222
Alquiler piso junto al ayuntamiento en Centre Hospitalet de Llobregat (L´),1.450 €,Centre,70 m2,2 hab.,2 baños,933069090
Alquiler apartamento  de 1 dormitorio en Gòtic en Barcelona,1.735 €,Gòtic - Carrer del Duc,44 m2,1 hab.,1 baño,+34911235203
Alquiler apartamento  de 2 habitaciones con oficina en eixample esquerra en Barcelona,2.250 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,58 m2,2 hab.,1 baño,+34911235203
"Alquiler piso gran piso amplio, alto y luminoso en diagonal-francesc macià en Barcelona",3.900 €,Sant Gervasi - Galvany,188 m2,3 hab.,2 baños,933621869
Alquiler piso atico (última planta) en sagrada familia terraza espectacular 2 habitaciones ideal mba o ejecutivos en Barcelona,2.300 €,Sagrada Família,66 m2,2 hab.,2 baños,647949242
Alquiler piso espectacular piso amueblado en eixample en Barcelona,3.700 €,Dreta de l´Eixample,47 m2,1 hab.,1 baño,935154444
Alquiler apartamento fantastico ático de alquiler temporal en gracia en Barcelona,4.920 €,Vila de Gràcia,80 m2,2 hab.,1 baño,935154444
Alquiler piso precioso piso a estrenar con balcones en Collblanc en Hospitalet de Llobregat (L´),1.475 €,Collblanc - Carrer de Pujós,60 m2,2 hab.,2 baños,935154444
Alquiler piso en avinguda bosc precioso piso a estrenar en Hospitalet de Llobregat (L´),800 €,"Pubilla Cases - Avinguda Bosc, sn",50 m2,2 hab.,1 baño,671765118
Alquiler ático espectacular ático reformado con terrazas en Barcelona,20.000 €,Sant Gervasi - Galvany,308 m2,3 hab.,4 baños,932020222
Alquiler piso magnífico piso amueblado y equipado con la terraza en Barcelona,3.500 €,Barri de les Corts,170 m2,2 hab.,2 baños,935154444
Alquiler piso en gran via corts catalanes abrumador piso en la Dreta de l´Eixample en Barcelona,2.500 €,"Dreta de l´Eixample - Gran Via Corts Catalanes, 670",102 m2,3 hab.,3 baños,647807937
Alquiler apartamento en Poblenou Barcelona,3.750 €,Poblenou - Passeig Calvell,75 m2,2 hab.,2 baños,931309307
Alquiler apartamento  de 2 habitaciones con oficina en eixample en Barcelona,2.100 €,L´Antiga Esquerra de l´Eixample - Carrer de Còrsega,76 m2,2 hab.,1 baño,623119277
Alquiler piso exclusivo piso de diseño en el barrio gótico en Barcelona,4.800 €,Gòtic - Carrer del Misser Ferrer,150 m2,3 hab.,2 baños,935154444
Alquiler piso en Sant Antoni Barcelona,760 €,Sant Antoni - Gran Via de les Corts Catalanes,41 m2,1 hab.,1 baño,933429530
Alquiler piso elegante piso en pedtralbes en Pedralbes Barcelona,5.866 €,Pedralbes,220 m2,4 hab.,4 baños,935154444
Alquiler piso  modernista en el corazón en Dreta de l´Eixample Barcelona,2.500 €,Dreta de l´Eixample,128 m2,3 hab.,2 baños,935154444
Alquiler piso magnífico piso amueblado en eixample en Barcelona,3.900 €,Dreta de l´Eixample,51 m2,1 hab.,1 baño,935154444
Alquiler piso hermoso piso en primera línea de mar en Barcelona,2.790 €,St. Pere - Sta. Caterina - El Born - Avinguda del Marquès de l'Argentera,33 m2,1 hab.,1 baño,935154444
Alquiler apartamento en carrer cerdà 9 apartamento diseño reformado a estrenar en san andres (para una persona) en Barcelona,950 €,Sant Andreu de Palomar - Carrer Cerdà 9,30 m2,1 hab.,1 baño,934875151
"Alquiler casa adosada maison à deux étages avec 3 chambres plus un bureau avec une mezzanine de 105m2 construits, elle est distribuée par le premier éta en Barcelona",1.600 €,La Font d´en Fargues,95 m2,3 hab.,1 baño,932045520
Alquiler casa adosada casa de alquiler con vistas al mar en Barcelona,3.600 €,Sarrià,172 m2,3 hab.,2 baños,935154444
"Alquiler apartamento gran , centric i moblat en Sant Gervasi - Galvany Barcelona",1.880 €,Sant Gervasi - Galvany - Carrer del Rector Ubach,90 m2,3 hab.,2 baños,617679084
Alquiler piso en Sant Gervasi - Galvany Barcelona,3.350 €,Sant Gervasi - Galvany - Carrer de Balmes,191 m2,3 hab.,3 baños,637086574
Alquiler apartamento fantastico ático de alquiler temporal en gracia en Barcelona,4.920 €,Vila de Gràcia,80 m2,2 hab.,1 baño,935154444
Alquiler piso precioso piso a estrenar con balcones en Collblanc en Hospitalet de Llobregat (L´),1.475 €,Collblanc - Carrer de Pujós,60 m2,2 hab.,2 baños,935154444
Alquiler piso en avinguda bosc precioso piso a estrenar en Hospitalet de Llobregat (L´),800 €,"Pubilla Cases - Avinguda Bosc, sn",50 m2,2 hab.,1 baño,671765118
Alquiler ático espectacular ático reformado con terrazas en Barcelona,20.000 €,Sant Gervasi - Galvany,308 m2,3 hab.,4 baños,932020222
Alquiler piso magnífico piso amueblado y equipado con la terraza en Barcelona,3.500 €,Barri de les Corts,170 m2,2 hab.,2 baños,935154444
